YEAR,MO,DY,HR,Temp,Humidity,Pressure,Wind_Speed
2022,4,7,20,8.65,6.84,99.02,7.92
2022,4,7,21,8.95,7.02,98.96,5.64
2022,4,7,22,9.14,7.14,98.9,4.11
2022,4,7,23,9.2,7.26,98.82,2.19
2022,4,8,0,8.37,7.02,98.78,0.5
2022,4,8,1,7.97,6.9,98.84,1.49
2022,4,8,2,7.8,6.65,98.94,2.56
2022,4,8,3,6.84,6.29,99.03,3.01
2022,4,8,4,6.48,6.04,99.1,3.52
2022,4,8,5,5.86,5.74,99.2,3.76
2022,4,8,6,6.14,5.62,99.32,4.19
2022,4,8,7,7.74,5.8,99.41,4.19
2022,4,8,8,10.01,6.04,99.46,4.52
2022,4,8,9,11.8,6.1,99.46,4.22
2022,4,8,10,13.29,6.23,99.48,3.89
2022,4,8,11,14.4,6.29,99.49,3.92
2022,4,8,12,14.93,6.1,99.49,4.09
2022,4,8,13,15.03,5.92,99.5,4.22
2022,4,8,14,14.92,5.8,99.48,4.09
2022,4,8,15,14.52,5.8,99.5,3.76
2022,4,8,16,13.79,6.1,99.55,3.24
2022,4,8,17,11.89,6.84,99.6,2.58
2022,4,8,18,8.97,6.23,99.65,2.94
2022,4,8,19,8.23,5.92,99.69,3.1
2022,4,8,20,7.73,5.86,99.68,3.11
2022,4,8,21,7.41,5.8,99.65,3.21
2022,4,8,22,7.55,5.92,99.61,3.52
2022,4,8,23,7.22,6.04,99.58,3.29
2022,4,9,0,6.8,6.04,99.55,2.67
2022,4,9,1,6.04,6.04,99.5,2.02
2022,4,9,2,5.68,5.92,99.46,1.55
2022,4,9,3,6.03,5.86,99.47,0.93
2022,4,9,4,6.28,5.8,99.45,0.3
2022,4,9,5,6.3,5.86,99.45,1.25
2022,4,9,6,6.92,6.1,99.47,1.49
2022,4,9,7,8.66,6.29,99.47,1.86
2022,4,9,8,10.26,6.35,99.4,2.8
2022,4,9,9,10.8,6.29,99.35,4.03
2022,4,9,10,10.42,6.16,99.32,4.79
2022,4,9,11,10.12,5.98,99.32,4.99
2022,4,9,12,10.51,5.74,99.35,5.08
2022,4,9,13,10.73,5.49,99.38,4.89
2022,4,9,14,10.85,5.43,99.37,4.49
2022,4,9,15,10.7,5.43,99.39,3.99
2022,4,9,16,10.21,5.55,99.42,3.14
2022,4,9,17,9.23,6.04,99.51,2.06
2022,4,9,18,7.12,5.8,99.56,2.11
2022,4,9,19,6.38,5.55,99.6,2.23
2022,4,9,20,5.9,5.43,99.61,2.28
2022,4,9,21,5.5,5.37,99.59,2.32
2022,4,9,22,5.18,5.31,99.59,2.34
2022,4,9,23,5.02,5.25,99.61,2.48
2022,4,10,0,5.14,5.25,99.61,2.74
2022,4,10,1,4.89,5.13,99.62,2.83
2022,4,10,2,4.64,5.07,99.65,2.96
2022,4,10,3,4.51,4.88,99.69,3.48
2022,4,10,4,4.19,4.64,99.76,3.9
2022,4,10,5,3.73,4.46,99.84,3.83
2022,4,10,6,3.97,4.39,99.9,3.98
2022,4,10,7,4.8,4.21,99.93,4.56
2022,4,10,8,6.09,4.03,99.93,4.79
2022,4,10,9,7.37,3.97,99.88,5.02
2022,4,10,10,8.02,3.97,99.84,5.32
2022,4,10,11,8.09,4.03,99.85,5.74
2022,4,10,12,8.14,4.03,99.85,6.14
2022,4,10,13,8.15,4.03,99.85,6.26
2022,4,10,14,8.13,4.03,99.87,6.15
2022,4,10,15,8,4.09,99.92,5.92
2022,4,10,16,7.46,4.27,100,5.48
2022,4,10,17,6.47,4.46,100.13,5.04
2022,4,10,18,5.25,4.46,100.26,4.72
2022,4,10,19,4.43,4.33,100.35,4.69
2022,4,10,20,3.71,4.21,100.45,4.59
2022,4,10,21,3,4.09,100.52,4.42
2022,4,10,22,2.42,3.97,100.56,4.09
2022,4,10,23,1.89,3.97,100.6,3.71
2022,4,11,0,1.19,3.91,100.66,3.29
2022,4,11,1,0.76,3.85,100.72,3.27
2022,4,11,2,0.55,3.78,100.8,3.43
2022,4,11,3,0.45,3.72,100.87,3.45
2022,4,11,4,0.01,3.66,100.97,3.18
2022,4,11,5,-0.46,3.6,101.04,2.79
2022,4,11,6,1.7,3.78,101.09,2.87
2022,4,11,7,4.57,3.78,101.11,2.86
2022,4,11,8,6.8,3.66,101.13,2.61
2022,4,11,9,8.83,3.72,101.13,1.89
2022,4,11,10,10.83,3.78,101.09,1.19
2022,4,11,11,12.4,3.97,101.05,1.59
2022,4,11,12,13.24,4.27,100.96,2.25
2022,4,11,13,13.54,4.58,100.87,2.73
2022,4,11,14,12.96,4.88,100.85,3.48
2022,4,11,15,12.33,5.31,100.87,3.92
2022,4,11,16,11.81,5.8,100.81,3.61
2022,4,11,17,10.31,6.1,100.81,3.48
2022,4,11,18,8.49,6.1,100.82,3.38
2022,4,11,19,7.94,6.04,100.85,3.52
2022,4,11,20,7.59,6.04,100.87,3.32
2022,4,11,21,7.05,5.98,100.81,3.1
2022,4,11,22,6.54,5.92,100.75,3.09
2022,4,11,23,6.15,5.86,100.68,3.06
2022,4,12,0,6.17,5.74,100.68,2.98
2022,4,12,1,6.19,5.74,100.64,2.8
2022,4,12,2,6.22,5.74,100.62,2.46
2022,4,12,3,6.1,5.68,100.58,2.18
2022,4,12,4,6.22,5.68,100.56,2.25
2022,4,12,5,6.38,5.74,100.55,2.22
2022,4,12,6,7.5,5.92,100.52,2.31
2022,4,12,7,9.48,6.29,100.55,2.49
2022,4,12,8,11.46,6.77,100.55,3.09
2022,4,12,9,11.86,7.26,100.59,3.17
2022,4,12,10,13.98,7.57,100.61,3.51
2022,4,12,11,16.62,7.81,100.62,4
2022,4,12,12,17.88,8,100.66,4.37
2022,4,12,13,18.52,8.06,100.66,4.03
2022,4,12,14,19.06,8,100.55,2.61
2022,4,12,15,18.52,8.24,100.7,3.38
2022,4,12,16,17.83,8.61,100.78,3.08
2022,4,12,17,16.07,9.28,100.82,2.22
2022,4,12,18,12.67,7.87,100.86,2.73
2022,4,12,19,11.55,7.32,100.92,2.77
2022,4,12,20,10.97,7.08,100.94,2.59
2022,4,12,21,10.05,6.59,100.93,2.53
2022,4,12,22,9.51,6.16,100.92,2.36
2022,4,12,23,8.48,5.98,100.95,2.45
2022,4,13,0,7.62,5.98,100.99,2.64
2022,4,13,1,6.69,5.62,100.96,2.73
2022,4,13,2,6.05,5.19,100.91,2.69
2022,4,13,3,5.82,4.94,100.94,2.63
2022,4,13,4,5.91,4.76,100.92,2.53
2022,4,13,5,6.03,4.82,100.93,2.46
2022,4,13,6,8.43,5.92,100.99,1.92
2022,4,13,7,10.61,6.04,100.96,2.18
2022,4,13,8,12.69,6.65,100.88,2.35
2022,4,13,9,15.17,7.32,100.77,3.14
2022,4,13,10,16.89,7.87,100.74,3.51
2022,4,13,11,17.99,8.3,100.68,3.72
2022,4,13,12,18.61,8.54,100.58,3.81
2022,4,13,13,18.84,8.79,100.51,3.7
2022,4,13,14,18.82,8.97,100.42,3.38
2022,4,13,15,18.23,9.16,100.4,3.18
2022,4,13,16,16.81,9.46,100.4,2.95
2022,4,13,17,15.03,9.4,100.3,2.58
2022,4,13,18,13.42,8.91,100.13,2.76
2022,4,13,19,12.19,8.42,100.15,2.97
2022,4,13,20,11.2,8.06,100.21,2.72
2022,4,13,21,10.39,7.75,100.18,2.16
2022,4,13,22,9.91,7.57,100.13,2.11
2022,4,13,23,9.79,7.57,100.09,2.43
2022,4,14,0,9.55,7.51,99.99,2.55
2022,4,14,1,9.73,7.57,99.92,2.96
2022,4,14,2,9.82,7.57,99.85,3.17
2022,4,14,3,9.82,7.69,99.84,3.21
2022,4,14,4,10.13,8,99.84,3.18
2022,4,14,5,11.31,8.61,99.83,3.18
2022,4,14,6,14.15,9.64,99.87,3
2022,4,14,7,16.21,10.5,99.88,2.46
2022,4,14,8,18.33,11.29,99.87,3.04
2022,4,14,9,20.34,12.15,99.83,3.49
2022,4,14,10,22.16,12.39,99.84,4.06
2022,4,14,11,23.07,12.21,99.85,4.46
2022,4,14,12,23.68,12.08,99.79,4.62
2022,4,14,13,23.95,12.02,99.73,4.5
2022,4,14,14,22.95,12.27,99.7,4.52
2022,4,14,15,20.94,12.45,99.69,4.74
2022,4,14,16,18.65,12.21,99.72,4.08
2022,4,14,17,17.48,11.9,99.86,2.87
2022,4,14,18,16.04,10.38,100.03,3.65
2022,4,14,19,14.24,8.79,100.19,5.25
2022,4,14,20,12.44,7.81,100.49,5.8
2022,4,14,21,10.47,6.9,100.63,5.37
2022,4,14,22,9.81,6.65,100.59,4.38
2022,4,14,23,9.44,6.53,100.58,3.72
2022,4,15,0,8.91,6.16,100.59,3.38
2022,4,15,1,7.7,5.92,100.75,2.17
2022,4,15,2,6.95,5.74,100.85,2.32
2022,4,15,3,6.21,5.43,100.91,2.55
2022,4,15,4,5.63,5.19,100.97,2.64
2022,4,15,5,5.37,5.07,101.03,2.54
2022,4,15,6,7.73,5.31,101.11,2.61
2022,4,15,7,10.05,5.68,101.15,2.29
2022,4,15,8,13.19,5.31,101.17,2.84
2022,4,15,9,14.62,4.76,101.19,3.43
2022,4,15,10,15.42,4.64,101.17,3.34
2022,4,15,11,16.23,4.64,101.1,3.14
2022,4,15,12,16.76,4.7,101.02,3.13
2022,4,15,13,16.94,5,100.93,3.57
2022,4,15,14,16.72,5.37,100.9,4.25
2022,4,15,15,16.08,5.8,100.88,5.04
2022,4,15,16,15.01,6.41,100.87,5.63
2022,4,15,17,13.4,6.59,100.85,5.9
2022,4,15,18,11.55,6.53,100.87,5.86
2022,4,15,19,10.24,6.53,100.93,5.32
2022,4,15,20,9.26,6.41,100.93,4.94
2022,4,15,21,8.58,6.29,100.85,4.84
2022,4,15,22,8.29,6.23,100.87,4.86
2022,4,15,23,8.12,6.16,100.79,4.4
2022,4,16,0,8.24,6.04,100.75,4.54
2022,4,16,1,8.62,5.92,100.7,5.16
2022,4,16,2,8.82,5.92,100.67,5.14
2022,4,16,3,9,5.98,100.67,5.01
2022,4,16,4,8.98,6.1,100.62,4.82
2022,4,16,5,9.24,6.29,100.6,4.51
2022,4,16,6,9.85,6.59,100.61,4.44
2022,4,16,7,10.48,6.9,100.63,4.08
2022,4,16,8,11.38,7.2,100.6,4.28
2022,4,16,9,13.02,7.32,100.6,5.21
2022,4,16,10,14.84,7.57,100.55,5.71
2022,4,16,11,16.31,7.87,100.46,5.41
2022,4,16,12,17.44,8.06,100.35,5.21
2022,4,16,13,17.62,8.12,100.21,5.16
2022,4,16,14,17.45,8.36,100.07,5.22
2022,4,16,15,16.66,8.54,100.01,5.13
2022,4,16,16,15.37,8.73,99.94,4.75
2022,4,16,17,13.78,8.79,99.91,4
2022,4,16,18,12.28,8.54,99.88,2.76
2022,4,16,19,10.88,7.87,100.04,2.24
2022,4,16,20,8.36,6.41,100.22,5.29
2022,4,16,21,5.22,5,100.33,6.54
2022,4,16,22,4.17,4.64,100.38,4.5
2022,4,16,23,4.48,4.76,100.48,3.01
2022,4,17,0,4.58,4.88,100.51,2.24
2022,4,17,1,4.31,4.94,100.53,1.71
2022,4,17,2,3.84,4.88,100.61,1.79
2022,4,17,3,3.27,4.7,100.69,2.15
2022,4,17,4,3.08,4.58,100.75,2.64
2022,4,17,5,3.12,4.39,100.79,3.05
2022,4,17,6,4.23,4.52,100.87,3.64
2022,4,17,7,4.92,3.91,100.95,4.9
2022,4,17,8,5.51,3.48,100.98,5.32
2022,4,17,9,6.26,3.3,101.02,5.69
2022,4,17,10,6.84,3.17,101.04,6.15
2022,4,17,11,7.22,3.17,101.08,6.38
2022,4,17,12,7.43,3.23,101.08,6.38
2022,4,17,13,7.44,3.3,101.14,6.2
2022,4,17,14,7.36,3.3,101.18,5.88
2022,4,17,15,7.39,3.3,101.24,5.54
2022,4,17,16,7.15,3.36,101.34,5.08
2022,4,17,17,6.25,3.48,101.44,4.23
2022,4,17,18,4.33,3.78,101.57,3.37
2022,4,17,19,3.21,3.78,101.67,3.28
2022,4,17,20,2.32,3.78,101.74,2.99
2022,4,17,21,1.39,3.72,101.78,2.73
2022,4,17,22,0.84,3.6,101.79,2.7
2022,4,17,23,0.51,3.54,101.8,2.72
2022,4,18,0,0.17,3.48,101.81,2.72
2022,4,18,1,-0.21,3.42,101.81,2.69
2022,4,18,2,-0.6,3.42,101.84,2.67
2022,4,18,3,-0.98,3.36,101.91,2.64
2022,4,18,4,-1.33,3.36,101.94,2.64
2022,4,18,5,-1.05,3.36,101.96,2.56
2022,4,18,6,1.96,3.66,101.98,2.9
2022,4,18,7,5.02,3.97,101.93,2.87
2022,4,18,8,7.76,3.6,101.91,4.29
2022,4,18,9,8.81,3.6,101.88,4.44
2022,4,18,10,9.51,3.72,101.78,4.98
2022,4,18,11,9.58,3.85,101.67,5.27
2022,4,18,12,9.01,3.85,101.63,5.15
2022,4,18,13,8.15,3.97,101.66,4.73
2022,4,18,14,7.32,4.09,101.58,4.7
2022,4,18,15,6.77,4.21,101.42,4.46
2022,4,18,16,6.38,4.39,101.4,3.84
2022,4,18,17,5.7,4.58,101.3,3.81
2022,4,18,18,5.12,4.76,101.16,4.27
2022,4,18,19,4.8,4.88,100.96,5.15
2022,4,18,20,4.69,4.88,100.7,6.09
2022,4,18,21,4.69,4.94,100.38,6.35
2022,4,18,22,4.15,4.88,100.26,6.13
2022,4,18,23,3.56,4.76,100.09,7.32
2022,4,19,0,3.77,4.94,99.78,8.11
2022,4,19,1,5.1,5.62,99.32,7.52
2022,4,19,2,6.91,6.47,98.99,6.26
2022,4,19,3,7.54,6.71,98.79,5.27
2022,4,19,4,6.38,6.16,98.74,3.69
2022,4,19,5,4.73,5.37,98.87,4.91
2022,4,19,6,3.33,4.76,99.05,6.33
2022,4,19,7,3.03,4.39,99.25,6.87
2022,4,19,8,4.12,4.39,99.42,7.06
2022,4,19,9,5.69,4.39,99.59,7.45
2022,4,19,10,6.8,4.33,99.74,7.4
2022,4,19,11,7.56,4.21,99.8,7.13
2022,4,19,12,7.97,4.15,99.9,6.84
2022,4,19,13,8.32,4.15,99.96,6.73
2022,4,19,14,8.31,4.21,100.02,6.72
2022,4,19,15,8.1,4.21,100.08,6.57
2022,4,19,16,7.62,4.27,100.17,6.18
2022,4,19,17,6.72,4.39,100.26,5.69
2022,4,19,18,5.45,4.46,100.37,5.21
2022,4,19,19,4.71,4.46,100.47,5.29
2022,4,19,20,4.32,4.39,100.56,5.45
2022,4,19,21,3.88,4.27,100.64,5.55
2022,4,19,22,3.55,4.21,100.71,5.58
2022,4,19,23,3.32,4.15,100.79,5.62
2022,4,20,0,3.2,4.15,100.87,5.61
2022,4,20,1,3.15,4.15,100.94,5.44
2022,4,20,2,3.03,4.15,101.09,5.15
2022,4,20,3,2.9,4.09,101.2,4.95
2022,4,20,4,2.62,4.03,101.35,4.59
2022,4,20,5,2.54,4.03,101.47,4.25
2022,4,20,6,4,4.21,101.6,4.43
2022,4,20,7,5.9,4.21,101.68,4.73
2022,4,20,8,7.45,4.03,101.74,5.15
2022,4,20,9,8.67,3.85,101.77,5.29
2022,4,20,10,9.78,3.91,101.8,5.04
2022,4,20,11,10.78,4.03,101.8,4.62
2022,4,20,12,11.62,4.15,101.82,4.17
2022,4,20,13,12.23,4.27,101.84,3.75
2022,4,20,14,12.55,4.33,101.86,3.31
2022,4,20,15,12.54,4.39,101.9,2.85
2022,4,20,16,12.18,4.64,101.95,2.33
2022,4,20,17,11.11,5.43,102.04,1.6
2022,4,20,18,8.67,4.94,102.11,1.72
2022,4,20,19,7.04,4.64,102.16,2.07
2022,4,20,20,5.48,4.64,102.2,2.34
2022,4,20,21,4.61,4.64,102.25,2.35
2022,4,20,22,4.19,4.58,102.27,2.49
2022,4,20,23,4.17,4.64,102.31,2.66
2022,4,21,0,3.8,4.7,102.33,2.64
2022,4,21,1,3.21,4.76,102.31,2.64
2022,4,21,2,3.01,4.94,102.3,2.54
2022,4,21,3,3.09,5.13,102.28,2.46
2022,4,21,4,3.2,5.25,102.3,2.44
2022,4,21,5,4.21,5.37,102.32,2.22
2022,4,21,6,6.74,5.8,102.38,2.37
2022,4,21,7,8.48,6.1,102.36,2.58
2022,4,21,8,10.8,6.23,102.32,3.35
2022,4,21,9,12.23,6.1,102.31,4.38
2022,4,21,10,12.26,6.04,102.3,5.04
2022,4,21,11,12.67,6.04,102.25,5.61
2022,4,21,12,13.04,6.1,102.13,6.18
2022,4,21,13,12.72,6.1,102.02,6.32
2022,4,21,14,12.26,6.23,101.97,6.32
2022,4,21,15,11.63,6.35,101.92,5.86
2022,4,21,16,11.05,6.53,101.88,4.75
2022,4,21,17,10.37,6.71,101.87,3.89
2022,4,21,18,9.64,6.77,101.84,3.42
2022,4,21,19,9.21,6.71,101.83,3.33
2022,4,21,20,9.17,6.65,101.82,3.35
2022,4,21,21,9.29,6.71,101.79,3.44
2022,4,21,22,9.25,6.77,101.76,3.29
2022,4,21,23,8.91,6.77,101.73,3.16
2022,4,22,0,8.61,6.84,101.74,3.02
2022,4,22,1,7.98,6.77,101.72,2.78
2022,4,22,2,7.74,6.77,101.7,2.83
2022,4,22,3,7.9,6.77,101.72,2.98
2022,4,22,4,7.9,6.77,101.73,3.04
2022,4,22,5,8.37,6.84,101.79,3.25
2022,4,22,6,10.63,7.26,101.85,3.68
2022,4,22,7,12.76,7.39,101.89,3.99
2022,4,22,8,13.85,6.71,101.92,4.63
2022,4,22,9,14.5,6.29,101.93,4.98
2022,4,22,10,14.95,5.92,101.92,5.09
2022,4,22,11,15.49,5.68,101.93,5.09
2022,4,22,12,16.02,5.68,101.88,4.83
2022,4,22,13,16.41,5.74,101.82,4.52
2022,4,22,14,16.51,5.86,101.81,4.35
2022,4,22,15,16.26,5.98,101.79,4.02
2022,4,22,16,15.62,6.29,101.8,3.53
2022,4,22,17,14.05,7.02,101.84,2.72
2022,4,22,18,11.05,6.77,101.88,2.67
2022,4,22,19,9.65,6.35,101.93,2.91
2022,4,22,20,8.85,6.1,102,2.89
2022,4,22,21,8.04,5.8,102.02,2.85
2022,4,22,22,7.55,5.55,102,2.85
2022,4,22,23,6.91,5.37,102,2.82
2022,4,23,0,6.18,5.25,102,2.73
2022,4,23,1,5.61,5.19,101.97,2.7
2022,4,23,2,5.08,5.07,101.96,2.66
2022,4,23,3,4.42,4.94,101.96,2.55
2022,4,23,4,3.99,4.88,101.98,2.61
2022,4,23,5,4.23,4.82,101.99,2.62
2022,4,23,6,6.33,4.94,102.06,2.58
2022,4,23,7,9.16,5,102.05,1.51
2022,4,23,8,11.95,4.52,102.09,1.58
2022,4,23,9,13.47,4.27,102.05,0.77
2022,4,23,10,14.62,4.52,101.96,0.94
2022,4,23,11,15.44,4.88,101.92,1.26
2022,4,23,12,15.79,5.31,101.78,1.87
2022,4,23,13,16.18,5.74,101.68,2.11
2022,4,23,14,15.88,6.04,101.63,1.92
2022,4,23,15,15.01,6.41,101.58,1.97
2022,4,23,16,13.79,7.02,101.54,2.42
2022,4,23,17,12.14,7.26,101.54,2.68
2022,4,23,18,10.51,7.14,101.57,3
2022,4,23,19,9.66,6.96,101.54,2.93
2022,4,23,20,9.3,6.84,101.51,2.63
2022,4,23,21,9.04,6.77,101.5,2
2022,4,23,22,9.13,6.9,101.56,0.69
2022,4,23,23,9.14,6.84,101.62,0.37
2022,4,24,0,8.95,6.77,101.55,0.89
2022,4,24,1,8.73,6.71,101.51,1.34
2022,4,24,2,7.69,6.41,101.45,1.59
2022,4,24,3,7.52,6.35,101.46,1.66
2022,4,24,4,7.58,6.35,101.46,1.9
2022,4,24,5,8.12,6.41,101.5,2.16
2022,4,24,6,9.38,6.65,101.52,2.59
2022,4,24,7,10.58,6.71,101.56,2.95
2022,4,24,8,11.63,5.98,101.59,3.43
2022,4,24,9,12.73,5.49,101.57,3.91
2022,4,24,10,13.9,5.49,101.55,4.21
2022,4,24,11,14.51,5.74,101.52,4.33
2022,4,24,12,14.7,5.86,101.48,4.32
2022,4,24,13,14.62,5.92,101.47,4.07
2022,4,24,14,14.22,5.92,101.46,3.87
2022,4,24,15,13.5,5.86,101.43,3.62
2022,4,24,16,12.51,5.74,101.43,3.36
2022,4,24,17,10.99,5.62,101.44,3.07
2022,4,24,18,8.79,5.68,101.47,2.5
2022,4,24,19,7.22,5.49,101.5,2.45
2022,4,24,20,6.45,5.31,101.49,2.29
2022,4,24,21,5.87,5.25,101.46,2.06
2022,4,24,22,5.47,5.13,101.42,1.87
2022,4,24,23,5.22,5.07,101.37,1.92
2022,4,25,0,5,5,101.34,1.99
2022,4,25,1,4.84,4.94,101.31,2.07
2022,4,25,2,4.71,4.94,101.33,2.14
2022,4,25,3,4.55,4.88,101.39,2.21
2022,4,25,4,4.3,4.88,101.42,2.26
2022,4,25,5,4.98,5.07,101.46,2.27
2022,4,25,6,7.47,5.25,101.48,2.7
2022,4,25,7,9.3,4.7,101.46,2.7
2022,4,25,8,10.69,4.39,101.47,2.66
2022,4,25,9,11.8,4.52,101.47,2.72
2022,4,25,10,12.55,4.58,101.51,3.07
2022,4,25,11,13.21,4.7,101.51,3.43
2022,4,25,12,13.61,4.7,101.52,3.68
2022,4,25,13,13.76,4.76,101.48,3.82
2022,4,25,14,13.66,4.82,101.41,3.75
2022,4,25,15,13.26,4.88,101.37,3.59
2022,4,25,16,12.49,4.94,101.35,3.2
2022,4,25,17,11.33,5.37,101.35,2.34
2022,4,25,18,9.79,5.98,101.4,1.74
2022,4,25,19,8.88,5.98,101.37,1.95
2022,4,25,20,8.44,5.8,101.34,2.45
2022,4,25,21,8.2,5.86,101.31,2.69
2022,4,25,22,8.17,5.98,101.26,2.92
2022,4,25,23,8.15,6.1,101.24,3.08
2022,4,26,0,8.11,6.23,101.19,3.07
2022,4,26,1,8.1,6.29,101.15,3.04
2022,4,26,2,8.12,6.35,101.11,3.02
2022,4,26,3,8.26,6.47,101.11,3.04
2022,4,26,4,8.41,6.53,101.08,2.91
2022,4,26,5,8.62,6.65,101.11,2.54
2022,4,26,6,9.57,7.02,101.08,2.83
2022,4,26,7,10.96,7.57,101.06,2.87
2022,4,26,8,12.55,8.12,101.03,2.95
2022,4,26,9,14.15,8.67,100.97,2.97
2022,4,26,10,15.3,9.09,100.89,2.78
2022,4,26,11,16.19,9.4,100.79,2.33
2022,4,26,12,16.94,9.58,100.73,1.79
2022,4,26,13,17.26,9.7,100.65,1.19
2022,4,26,14,17.28,9.7,100.59,0.53
2022,4,26,15,16.96,9.7,100.53,0.41
2022,4,26,16,16.42,9.7,100.5,0.8
2022,4,26,17,15.76,9.89,100.5,0.92
2022,4,26,18,14.3,9.58,100.51,0.95
2022,4,26,19,13.44,9.28,100.52,1.37
2022,4,26,20,13.11,9.16,100.54,1.95
2022,4,26,21,12.76,8.97,100.51,2.19
2022,4,26,22,12.23,8.73,100.48,2.12
2022,4,26,23,11.76,8.48,100.41,2.04
2022,4,27,0,11.33,8.24,100.38,2.13
2022,4,27,1,10.84,8,100.36,2.69
2022,4,27,2,10.4,7.57,100.4,3.59
2022,4,27,3,9.29,6.71,100.45,4.15
2022,4,27,4,8.07,6.1,100.49,4.11
2022,4,27,5,7.12,5.74,100.53,4.06
2022,4,27,6,7.52,5.49,100.55,4.47
2022,4,27,7,8.64,5.13,100.52,5.21
2022,4,27,8,9.83,5,100.43,5.49
2022,4,27,9,10.56,4.88,100.4,5.66
2022,4,27,10,10.86,4.82,100.35,5.79
2022,4,27,11,10.83,4.82,100.3,6.02
2022,4,27,12,10.69,4.64,100.28,6.27
2022,4,27,13,10.62,4.46,100.3,6.51
2022,4,27,14,10.39,4.27,100.32,6.6
2022,4,27,15,9.98,4.27,100.39,6.51
2022,4,27,16,9.18,4.21,100.42,6.27
2022,4,27,17,8.01,4.09,100.5,5.93
2022,4,27,18,6.25,4.09,100.6,5.26
2022,4,27,19,4.82,4.03,100.65,4.88
2022,4,27,20,3.9,3.91,100.68,4.8
2022,4,27,21,3.15,3.78,100.69,4.79
2022,4,27,22,2.53,3.66,100.7,4.71
2022,4,27,23,2.03,3.66,100.69,4.57
2022,4,28,0,1.64,3.66,100.68,4.32
2022,4,28,1,1.37,3.66,100.66,4.2
2022,4,28,2,1.48,3.66,100.64,4.25
2022,4,28,3,1.8,3.72,100.66,4.31
2022,4,28,4,1.86,3.72,100.66,4.39
2022,4,28,5,1.85,3.66,100.71,4.49
2022,4,28,6,3.05,3.66,100.76,5.27
2022,4,28,7,4.32,3.48,100.78,6.25
2022,4,28,8,5.31,3.3,100.75,6.82
2022,4,28,9,6.63,3.36,100.74,6.96
2022,4,28,10,7.92,3.48,100.68,7.05
2022,4,28,11,9.18,3.6,100.61,7.19
2022,4,28,12,10.11,3.6,100.57,7.4
2022,4,28,13,10.68,3.54,100.55,7.59
2022,4,28,14,10.83,3.54,100.52,7.73
2022,4,28,15,10.49,3.54,100.55,7.69
2022,4,28,16,9.69,3.54,100.59,7.49
2022,4,28,17,8.47,3.6,100.69,6.81
2022,4,28,18,6.68,3.72,100.76,5.71
2022,4,28,19,5.25,3.78,100.84,5.11
2022,4,28,20,4.4,3.78,100.89,4.64
2022,4,28,21,3.65,3.78,100.92,4.23
2022,4,28,22,2.87,3.78,100.93,3.8
2022,4,28,23,2.22,3.78,100.97,3.64
2022,4,29,0,1.74,3.78,100.98,3.65
2022,4,29,1,1.25,3.72,100.94,3.56
2022,4,29,2,0.97,3.66,100.97,3.66
2022,4,29,3,0.87,3.6,100.98,3.82
2022,4,29,4,0.59,3.54,101.02,3.8
2022,4,29,5,0.77,3.48,101.05,3.84
2022,4,29,6,2.69,3.6,101.05,4.01
2022,4,29,7,5.24,3.42,101.05,4.87
2022,4,29,8,7.11,3.23,100.98,5.5
2022,4,29,9,8.76,3.17,100.94,5.8
2022,4,29,10,10.33,3.3,100.9,6.1
2022,4,29,11,11.7,3.48,100.86,6.26
2022,4,29,12,12.64,3.66,100.79,6.29
2022,4,29,13,13.15,3.85,100.75,6.19
2022,4,29,14,13.28,3.97,100.68,5.99
2022,4,29,15,13.05,4.15,100.68,5.66
2022,4,29,16,12.44,4.33,100.7,5.15
2022,4,29,17,11.08,4.64,100.76,4.35
2022,4,29,18,8.74,4.82,100.85,3.85
2022,4,29,19,7.17,4.64,100.96,3.95
2022,4,29,20,6.26,4.58,101.04,3.79
2022,4,29,21,5.37,4.58,101.03,3.49
2022,4,29,22,4.64,4.46,101.03,3.39
2022,4,29,23,4.13,4.33,101.06,3.44
2022,4,30,0,3.66,4.21,101.07,3.4
2022,4,30,1,3.08,4.15,101.09,3.3
2022,4,30,2,2.48,4.09,101.11,3.17
2022,4,30,3,1.9,4.03,101.13,3.06
2022,4,30,4,1.35,3.91,101.14,2.95
2022,4,30,5,1.7,3.91,101.17,2.82
2022,4,30,6,4.03,4.03,101.17,2.77
2022,4,30,7,7.35,4.09,101.14,2.36
2022,4,30,8,10.7,3.66,101.12,3.05
2022,4,30,9,12.15,3.66,101.08,3.25
2022,4,30,10,13.29,3.78,101.05,3.4
2022,4,30,11,14.36,3.97,101.01,3.43
2022,4,30,12,15.26,4.15,100.95,3.3
2022,4,30,13,15.86,4.27,100.9,3.11
2022,4,30,14,16.15,4.46,100.84,2.83
2022,4,30,15,16.06,4.64,100.83,2.5
2022,4,30,16,15.93,4.82,100.82,1.83
2022,4,30,17,15.19,5.13,100.85,1.11
2022,4,30,18,13.3,4.76,100.9,0.6
2022,4,30,19,11.8,4.46,100.97,0.56
2022,4,30,20,10.65,4.52,101.02,0.68
2022,4,30,21,9.62,4.58,101.02,0.82
2022,4,30,22,8.62,4.64,101.01,0.83
2022,4,30,23,7.56,4.76,101.01,0.86
2022,5,1,0,6.55,4.82,101.01,1.14
2022,5,1,1,5.5,4.82,101,1.66
2022,5,1,2,4.48,4.76,101.03,1.97
2022,5,1,3,3.95,4.64,101.03,2.11
